window_id,engine,start_cycle,end_cycle,max_cycle,op_mode,raw_score,alert_score,detector_id,pipeline_id,split,smoothed_score,threshold,threshold_violation,persistence_count,alert_active,state_segment_id
fd002-primary-v1:internal_held_out:e003:c0001-0030,3,1,30,206,4,,0.2846270928462709,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.2846270928462709,0.992720534709814,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0002-0031,3,2,31,206,4,,0.24948712858182778,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.2775990999933823,0.992720534709814,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0003-0032,3,3,32,206,1,,0.2030970815961882,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.2626986963139435,0.9908014029514923,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0004-0033,3,4,33,206,2,,0.28303884587386674,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.2667667262259282,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0005-0034,3,5,34,206,5,,0.2552445238567931,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.2644622857521012,0.9947720203825029,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0006-0035,3,6,35,206,3,,0.2952154059956323,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.27061290980080743,0.9972867447554762,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0007-0036,3,7,36,206,4,,0.31361260009264774,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.2792128478591755,0.992720534709814,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0008-0037,3,8,37,206,5,,0.28806829461981337,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.2809839372113031,0.9947720203825029,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0009-0038,3,9,38,206,2,,0.35728939183376357,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.29624502813579523,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0010-0039,3,10,39,206,4,,0.4507312553768778,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.32714227358401177,0.992720534709814,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0011-0040,3,11,40,206,5,,0.43352524650916546,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.3484188681690425,0.9947720203825029,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0012-0041,3,12,41,206,2,,0.4404738270134339,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.3668298599379208,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0013-0042,3,13,42,206,1,,0.4541062801932367,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.38428514398898395,0.9908014029514923,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0014-0043,3,14,43,206,1,,0.46509165508569916,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.40044644620832703,0.9908014029514923,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0015-0044,3,15,44,206,4,,0.5006948580504269,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.42049612857674706,0.992720534709814,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0016-0045,3,16,45,206,4,,0.4488783005757395,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.4261725629765456,0.992720534709814,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0017-0046,3,17,46,206,5,,0.42406194163192373,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.42575043870762125,0.9947720203825029,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0018-0047,3,18,47,206,1,,0.35834822314869963,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.412269995595837,0.9908014029514923,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0019-0048,3,19,48,206,0,,0.2951492290384488,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.38884584228435937,0.9965587982264575,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0020-0049,3,20,49,206,3,,0.3459069551982,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.3802580648671275,0.9972867447554762,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0021-0050,3,21,50,206,4,,0.3454437164979154,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.3732951951932851,0.992720534709814,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0022-0051,3,22,51,206,5,,0.36013500099265433,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.37066315635315894,0.9947720203825029,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0023-0052,3,23,52,206,1,,0.33717159684997683,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.36396484445252253,0.9908014029514923,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0024-0053,3,24,53,206,4,,0.3375686585930779,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.3586856072806336,0.992720534709814,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0025-0054,3,25,54,206,1,,0.30924492091853617,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.34879747000821415,0.9908014029514923,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0026-0055,3,26,55,206,5,,0.4171133611276554,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.3624606482321024,0.9947720203825029,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0027-0056,3,27,56,206,4,,0.4144001058831315,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.3728485397623082,0.992720534709814,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0028-0057,3,28,57,206,1,,0.3419363377671895,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.3666660993632844,0.9908014029514923,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0029-0058,3,29,58,206,3,,0.32817153067301963,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.35896718562523144,0.9972867447554762,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0030-0059,3,30,59,206,5,,0.2891271259347495,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.34499917368713506,0.9947720203825029,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0031-0060,3,31,60,206,4,,0.2691416848653299,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.32982767592277407,0.992720534709814,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0032-0061,3,32,61,206,3,,0.21322215604526504,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.30650657194727227,0.9972867447554762,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0033-0062,3,33,62,206,5,,0.24386208722122957,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.29397767500206373,0.9947720203825029,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0034-0063,3,34,63,206,1,,0.2128912712593475,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.2777603942535205,0.9908014029514923,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0035-0064,3,35,64,206,0,,0.23016345708424327,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.26824100681966506,0.9965587982264575,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0036-0065,3,36,65,206,5,,0.1923764145324598,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.25306808836222405,0.9947720203825029,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0037-0066,3,37,66,206,0,,0.1641850307722851,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.2352914768442363,0.9965587982264575,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0038-0067,3,38,67,206,1,,0.17311891999205875,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.2228569654738008,0.9908014029514923,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0039-0068,3,39,68,206,5,,0.14115544967242405,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.20651666231352545,0.9947720203825029,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0040-0069,3,40,69,206,3,,0.09946396664681358,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.1851061231801831,0.9972867447554762,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0041-0070,3,41,70,206,2,,0.1111111111111111,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.17030712076636872,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0042-0071,3,42,71,206,5,,0.09278009397127919,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.15480171540735083,0.9947720203825029,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0043-0072,3,43,72,206,1,,0.08351531996558798,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.14054443631899827,0.9908014029514923,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0044-0073,3,44,73,206,4,,0.10078750579048375,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.13259305021329537,0.992720534709814,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0045-0074,3,45,74,206,5,,0.09800807358877639,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.1256760548883916,0.9947720203825029,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0046-0075,3,46,75,206,5,,0.11541261332803919,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.12362336657632111,0.9947720203825029,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0047-0076,3,47,76,206,4,,0.12858182780755742,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.12461505882256838,0.992720534709814,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0048-0077,3,48,77,206,0,,0.09648600357355569,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.11898924777276584,0.9965587982264575,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0049-0078,3,49,78,206,3,,0.10310369929190655,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.11581213807659399,0.9972867447554762,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0050-0079,3,50,79,206,5,,0.10230957580570445,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.11311162562241608,0.9947720203825029,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0051-0080,3,51,80,206,5,,0.19952352590827874,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.13039400567958861,0.9947720203825029,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0052-0081,3,52,81,206,1,,0.19131758321752365,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.14257872118717563,0.9908014029514923,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0053-0082,3,53,82,206,5,,0.22751637879690292,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.1595662527091211,0.9947720203825029,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0054-0083,3,54,83,206,5,,0.21719277347627555,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.171091556862552,0.9947720203825029,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0055-0084,3,55,84,206,0,,0.2567004169148302,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.18821332887300768,0.9965587982264575,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0056-0085,3,56,85,206,1,,0.15412613328039174,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.1813958897544845,0.9908014029514923,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0057-0086,3,57,86,206,5,,0.13500099265435775,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.17211691033445917,0.9947720203825029,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0058-0087,3,58,87,206,1,,0.2040235589967573,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.1784982400669188,0.9908014029514923,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0059-0088,3,59,88,206,3,,0.2594136721593541,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.19468132648540587,0.9972867447554762,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0060-0089,3,60,89,206,1,,0.2060088677122626,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.19694683473077723,0.9908014029514923,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0061-0090,3,61,90,206,5,,0.22202369135067168,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.20196220605475612,0.9947720203825029,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0062-0091,3,62,91,206,3,,0.2701343392230825,lstm_calibrated_ensemble,p1_k6,internal_held_out,0.2155966326884214,0.9972867447554762,False,0,False,0
